"","name","parentid","level","path_2","path_3","path_4","path_5","path_6","path_7"
"8188","Masimbini Community Health Unit","XIQZfo5zeey","5","HfVjCurKxh2","j8o6iO4Njsi","vbauk0RRq9N","XIQZfo5zeey","c0Pb0hteucE",NA
"8189","Masinde Muliro University of Science and Technology Clinic","Y3NjAhiBaZT","4","HfVjCurKxh2","BjC1xL40gHo","Y3NjAhiBaZT","J2atPWRHPz7",NA,NA
"8190","Masinga Community Health Unit","QicfgXP0eIq","5","HfVjCurKxh2","yhCUgGcCcOo","hpcb7MYi6nc","QicfgXP0eIq","gj76Y9xw0Dx",NA
"8191","Masinga Sub County","yhCUgGcCcOo","3","HfVjCurKxh2","yhCUgGcCcOo","hpcb7MYi6nc",NA,NA,NA
"8192","Masinga Sub County Hospital","hpcb7MYi6nc","4","HfVjCurKxh2","yhCUgGcCcOo","hpcb7MYi6nc","QicfgXP0eIq",NA,NA
"8193","Masingu Health Services","KXc4ez8OAFz","4","HfVjCurKxh2","yhCUgGcCcOo","KXc4ez8OAFz","MRg99sJeWEH",NA,NA
"8194","Maso dispensary","GshNTMZJ5r1","4","HfVjCurKxh2","ihZsJ8alvtb","GshNTMZJ5r1","PUhIayQHdF6",NA,NA
"8195","Masogo Community Health Unit","NS2k3fejJUx","5","HfVjCurKxh2","tAbBVBbueqD","iRK9uABUTVZ","NS2k3fejJUx","JzljrKULwuN",NA
"8196","Masogo Dispensary","BzFBYZhF5fx","4","HfVjCurKxh2","nK0A12Q7MvS","BzFBYZhF5fx","lTByU1FuxtM",NA,NA
"8197","Masogo Dispensary (Gem)","PKeFksHlJkB","4","HfVjCurKxh2","u4t9H8XyU9P","PKeFksHlJkB","w8NTKsoCH8b",NA,NA
"8198","Masogo Sub District Hospital","NmbwkQ5r5cB","4","HfVjCurKxh2","tAbBVBbueqD","NmbwkQ5r5cB","FDrUcAP4Sn4",NA,NA
"8199","Masoka Dispensary","vbauk0RRq9N","4","HfVjCurKxh2","j8o6iO4Njsi","vbauk0RRq9N","Z1KXz0uHS0L",NA,NA
"8200","Masokani Dispensary","pKJ4NZGPzTA","4","HfVjCurKxh2","BoDytkJQ4Qi","pKJ4NZGPzTA","hLFY4Cz9fZi",NA,NA
"8201","Masol Dispensary","SCbMzaOeTuR","4","HfVjCurKxh2","XWALbfAPa6n","SCbMzaOeTuR","k1ifvXHDkHh",NA,NA
"8202","Masongaleni Community Health Unit","hwIHYJWkZ6t","5","HfVjCurKxh2","BoDytkJQ4Qi","ZhhyithPNoI","hwIHYJWkZ6t","hFLCPQNH0cc",NA
"8203","Masongaleni Health Centre","ZhhyithPNoI","4","HfVjCurKxh2","BoDytkJQ4Qi","ZhhyithPNoI","hwIHYJWkZ6t",NA,NA
"8204","Masongo Dispensary","fFh3beH29fD","4","HfVjCurKxh2","sPkRcDvhGWA","fFh3beH29fD","UVAVSmgmLgj",NA,NA
"8205","Mastoo Dispensary","EESGLsSLTqH","4","HfVjCurKxh2","mYZacFNIB3h","EESGLsSLTqH","SKJI5xtKLmd",NA,NA
"8206","Masumba Community Health Unit","ugRMlxqW6ig","5","HfVjCurKxh2","BoDytkJQ4Qi","toa2Hl7iVQI","ugRMlxqW6ig","Cp9RnGLAqQp",NA
"8207","Masumba Dispensary","toa2Hl7iVQI","4","HfVjCurKxh2","BoDytkJQ4Qi","toa2Hl7iVQI","ugRMlxqW6ig",NA,NA
"8208","Masumbi Community Health Unit","GBhUzlGBAgx","5","HfVjCurKxh2","u4t9H8XyU9P","Cu46otDi1RO","GBhUzlGBAgx","vHcIc47vU7y",NA
"8209","Masurura Dispensary","Nb6e34jNGAq","4","HfVjCurKxh2","kqJ83J2D72s","Nb6e34jNGAq","YCzHNKJ7FAU",NA,NA
"8210","Masyungwa Health Centre","KXM9VnhuLfP","4","HfVjCurKxh2","j8o6iO4Njsi","KXM9VnhuLfP","sfbAvJY0SZo",NA,NA
"8211","Mataara Dispensary","HEsM6W2ImQR","4","HfVjCurKxh2","qKzosKQPl6G","HEsM6W2ImQR","rUVlUh0zuMA",NA,NA
"8212","Mata-arba dispensary","NrGORu301bx","4","HfVjCurKxh2","bzOfj0iwfDH","NrGORu301bx","Yp8unPZJJh9",NA,NA
"8213","Mata Community Unit","eBEloHL6afC","5","HfVjCurKxh2","QyGNX2DpR4h","jNzRdAwjaQ1","eBEloHL6afC","kPFDH1Nt6oX",NA
"8214","Mata Dispensary (Taveta)","jNzRdAwjaQ1","4","HfVjCurKxh2","QyGNX2DpR4h","jNzRdAwjaQ1","eBEloHL6afC",NA,NA
"8215","Mataka Dispensary","KXM9VnhuLfP","4","HfVjCurKxh2","j8o6iO4Njsi","KXM9VnhuLfP","mPwh9zI4y7M",NA,NA
"8216","Matakwani Community Unit","mz7QyEwYs6W","5","HfVjCurKxh2","o36zCRjSd4G","ldZ10N9unC9","mz7QyEwYs6W","N2Y4ymCHOvh",NA
"8217","Matangeni Community Health Unit","MRdvXmmlsdF","5","HfVjCurKxh2","JsH2bnvNt2d","Lj0mu9j58Ss","MRdvXmmlsdF","roGCINvxQBd",NA
"8218","Matangwe Community Health Centre","JNvqpOnKfGR","4","HfVjCurKxh2","u4t9H8XyU9P","JNvqpOnKfGR","Ox532fak7j5",NA,NA
"8219","Matanya Dispensary","NHEsHI55WtO","4","HfVjCurKxh2","xuFdFy6t9AH","NHEsHI55WtO","FXOdrZAa7bo",NA,NA
"8220","Matanya Mbau-Ini Community Unit","paUN6emwBzP","5","HfVjCurKxh2","qKzosKQPl6G","nCziQtZ49jj","paUN6emwBzP","BtcfHcKFUzN",NA
"8221","Matara ENT Clinic","GXnD5lHeanK","4","HfVjCurKxh2","ptWVfaCIdVx","GXnD5lHeanK","KWAyW6YZGmA",NA,NA
"8222","Matare Community Unit","l8miWevqFuS","5","HfVjCurKxh2","fVra3Pwta0Q","THm2tCJa2ZQ","l8miWevqFuS","Hi5y3G4h6R7",NA
"8223","Matare Mission Dispensary","THm2tCJa2ZQ","4","HfVjCurKxh2","fVra3Pwta0Q","THm2tCJa2ZQ","l8miWevqFuS",NA,NA
"8224","Matasia Nursing Home","BLz1HkvvMkA","4","HfVjCurKxh2","Hsk1YV8kHkT","BLz1HkvvMkA","qXsAxUYj0Ji",NA,NA
"8225","Matata Nursing Hospital","NhsAMiaS0TD","4","HfVjCurKxh2","nK0A12Q7MvS","NhsAMiaS0TD","GSBiP2fM5zp",NA,NA
"8226","Matawa  A Community Health Unit","pyNcZj1SiiO","5","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","pyNcZj1SiiO","ecOwvpeKRKM",NA
"8227","Matawa B Community Unit","pyNcZj1SiiO","5","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","pyNcZj1SiiO","CdW0O5sjuNP",NA
"8228","Matawa C Community Health Unit","pyNcZj1SiiO","5","HfVjCurKxh2","BjC1xL40gHo","uRl5fBkhpcE","pyNcZj1SiiO","Znman2Mlopz",NA
"8229","Matayos Community Clinic","tvkI2HSIRW9","4","HfVjCurKxh2","Tvf1zgVZ0K4","tvkI2HSIRW9","OMh2S2M0iBS",NA,NA
"8230","Matayos Health Centre","tvkI2HSIRW9","4","HfVjCurKxh2","Tvf1zgVZ0K4","tvkI2HSIRW9","Ki3E4GNuj27",NA,NA
"8231","Matayos Sub County","Tvf1zgVZ0K4","3","HfVjCurKxh2","Tvf1zgVZ0K4","tvkI2HSIRW9",NA,NA,NA
"8232","Mateka Community Unit","VGOG2ml1lCH","5","HfVjCurKxh2","KGHhQ5GLd4k","jkQZEow83MX","VGOG2ml1lCH","dmtYebknWFL",NA
"8233","Matercare Maternity Hospital","I2LYLqKU6AW","4","HfVjCurKxh2","bzOfj0iwfDH","I2LYLqKU6AW","U1dmKS7JQOp",NA,NA
"8234","Mater Hospital","f1T0Ltob8VQ","4","HfVjCurKxh2","jkG3zaihdSs","f1T0Ltob8VQ","Bt1KulK47pv",NA,NA
"8235","Mater Hosp kasarani","j7GpbairCOi","4","HfVjCurKxh2","jkG3zaihdSs","j7GpbairCOi","Y8tUcLMl8VF",NA,NA
"8236","Materi Girls Dispensary","Yz1V5Cx8CO2","4","HfVjCurKxh2","T4urHM47nlm","Yz1V5Cx8CO2","giloYiuyI3u",NA,NA
"8237","Matete Health Centre","ZOdhgR19Akq","4","HfVjCurKxh2","BjC1xL40gHo","ZOdhgR19Akq","rxOzjXrbCkg",NA,NA
"8238","Mathakwa Community Unit","ClfJQm3Docv","5","HfVjCurKxh2","mYZacFNIB3h","Lm9RMwhIu3G","ClfJQm3Docv","F2QpwEiinED",NA
"8239","Mathakwaini (PCEA) Dispensary","YT3tecc4atw","4","HfVjCurKxh2","ptWVfaCIdVx","YT3tecc4atw","tFbJmUSQC3w",NA,NA
"8240","Mathalibah Dispensary","U7KFQn3Up3o","4","HfVjCurKxh2","CeLsrJOH0g9","U7KFQn3Up3o","cDety5nZAW4",NA,NA
"8241","Mathanguni Dispensary","AIGIQpolMRn","4","HfVjCurKxh2","BoDytkJQ4Qi","AIGIQpolMRn","GcgGzvlsgPi",NA,NA
"8242","Mathare 3A Community Health Unit","m0NMs35zjQP","5","HfVjCurKxh2","jkG3zaihdSs","gh2kzpOFCeF","m0NMs35zjQP","Wj3mMgxGDwh",NA
"8243","Mathare 3A (EDARP)","gh2kzpOFCeF","4","HfVjCurKxh2","jkG3zaihdSs","gh2kzpOFCeF","QyiacDkIae3",NA,NA
"8244","Mathare 3B Community Health Unit","dwWrJGEreMc","5","HfVjCurKxh2","jkG3zaihdSs","nKHlZyN0lt9","dwWrJGEreMc","XNStf9f8jXk",NA
"8245","Mathare 3C Community Health Unit","m0NMs35zjQP","5","HfVjCurKxh2","jkG3zaihdSs","gh2kzpOFCeF","m0NMs35zjQP","StQwhxrBRFJ",NA
"8246","Mathare 3 Community Health Unit","Ea0rQYGCbYx","5","HfVjCurKxh2","jkG3zaihdSs","Cc8uEFkzfVf","Ea0rQYGCbYx","Rw5mnITLxQd",NA
"8247","Mathare 4B Community Health Unit","JGRHNiNZ2zP","5","HfVjCurKxh2","jkG3zaihdSs","gh2kzpOFCeF","JGRHNiNZ2zP","gaw9M3FYe79",NA
"8248","Mathare Football For Hope","aCwUX5V42Zz","4","HfVjCurKxh2","jkG3zaihdSs","aCwUX5V42Zz","Nagz0cfJyr2",NA,NA
"8249","Mathare No 10 Community Health Unit","m0NMs35zjQP","5","HfVjCurKxh2","jkG3zaihdSs","gh2kzpOFCeF","m0NMs35zjQP","hCAj5LfbptE",NA
"8250","Mathare North Health Centre","Cc8uEFkzfVf","4","HfVjCurKxh2","jkG3zaihdSs","Cc8uEFkzfVf","Ea0rQYGCbYx",NA,NA
"8251","Mathare Police Depot","gh2kzpOFCeF","4","HfVjCurKxh2","jkG3zaihdSs","gh2kzpOFCeF","bT26O2JfFSB",NA,NA
"8252","Mathare  Sub County","jkG3zaihdSs","3","HfVjCurKxh2","jkG3zaihdSs","gh2kzpOFCeF",NA,NA,NA
"8253","Mathare Unit 4 Community Unit","Ea0rQYGCbYx","5","HfVjCurKxh2","jkG3zaihdSs","Cc8uEFkzfVf","Ea0rQYGCbYx","zch1TK8FhrR",NA
"8254","Mathari community unit","Aqw6Dbpsjk6","5","HfVjCurKxh2","ptWVfaCIdVx","GXnD5lHeanK","Aqw6Dbpsjk6","D8Laac4SCHu",NA
"8255","Mathari Hospital","gh2kzpOFCeF","4","HfVjCurKxh2","jkG3zaihdSs","gh2kzpOFCeF","YaNze2Y77ss",NA,NA
"8256","Matharite Dispensary","DbEXCm8PzPn","4","HfVjCurKxh2","ahwTMNAJvrL","DbEXCm8PzPn","opxZultu9xu",NA,NA
"8257","Matharu Community Health Unit","uabSIp8GmFC","5","HfVjCurKxh2","pZqQRRW7PHP","dKHnvt7gleN","uabSIp8GmFC","CNxz33LddGy",NA
"8258","Matharu Dispensary","dKHnvt7gleN","4","HfVjCurKxh2","pZqQRRW7PHP","dKHnvt7gleN","uabSIp8GmFC",NA,NA
"8259","Mathigu Road Medical Clinic","TPRNJqSm4lK","4","HfVjCurKxh2","qKzosKQPl6G","TPRNJqSm4lK","NhONNwKukSb",NA,NA
"8260","Mathima Dispensary","fYYivceocJ2","4","HfVjCurKxh2","yhCUgGcCcOo","fYYivceocJ2","PkbSzsxEWhA",NA,NA
"8261","Mathingira Medical Clinic","dd7jowvUO95","4","HfVjCurKxh2","ptWVfaCIdVx","dd7jowvUO95","aMNaWn8WHGy",NA,NA
"8262","Mathioya Sub County","ahwTMNAJvrL","3","HfVjCurKxh2","ahwTMNAJvrL","U9CLTNIwehR",NA,NA,NA
"8263","Mathira East Sub County","ptWVfaCIdVx","3","HfVjCurKxh2","ptWVfaCIdVx","vznKK4IegIL",NA,NA,NA
"8264","Mathira West Sub County","ptWVfaCIdVx","3","HfVjCurKxh2","ptWVfaCIdVx","msIc1uFAY6B",NA,NA,NA
"8265","Mathow Dispensary","X98G0eIWdmP","4","HfVjCurKxh2","CeLsrJOH0g9","X98G0eIWdmP","JbCNk6i9UGp",NA,NA
"8266","Mathuki Health Centre","uE7HKhqPOtf","4","HfVjCurKxh2","j8o6iO4Njsi","uE7HKhqPOtf","lkweBoYBFex",NA,NA
"8267","Mathunzini Dispensary","svwbDnzhgik","4","HfVjCurKxh2","j8o6iO4Njsi","svwbDnzhgik","fMcDS33aCYH",NA,NA
"8268","Mathyakani Dispensary","uE7HKhqPOtf","4","HfVjCurKxh2","j8o6iO4Njsi","uE7HKhqPOtf","nkwblOya9um",NA,NA
"8269","Matibabu Clinic","aTGYlhEw2Xx","4","HfVjCurKxh2","jkG3zaihdSs","aTGYlhEw2Xx","oSiDFmPf27w",NA,NA
"8270","Matibabu Nzoia Clinic","m9nsQ1MXlVU","4","HfVjCurKxh2","u4t9H8XyU9P","m9nsQ1MXlVU","rv683sCBdem",NA,NA
"8271","Matibabu Ukwala Clinic","InECuIlzJGx","4","HfVjCurKxh2","u4t9H8XyU9P","InECuIlzJGx","YdthQZVh45c",NA,NA
"8272","Matiliku Catholic Dispensary","AIGIQpolMRn","4","HfVjCurKxh2","BoDytkJQ4Qi","AIGIQpolMRn","oARmTls1Ytd",NA,NA
"8273","Matiliku Community Health Unit","YBUNnyEh8fI","5","HfVjCurKxh2","BoDytkJQ4Qi","AIGIQpolMRn","YBUNnyEh8fI","HkSgTAd6BVF",NA
"8274","Matiliku Sub County Hospital","AIGIQpolMRn","4","HfVjCurKxh2","BoDytkJQ4Qi","AIGIQpolMRn","YBUNnyEh8fI",NA,NA
"8275","Matinyani Dispensary","cmWAJB5kCDW","4","HfVjCurKxh2","j8o6iO4Njsi","cmWAJB5kCDW","km06lXUQMHh",NA,NA
"8276","MATIOLI B CU","aldqNnKJgrg","5","HfVjCurKxh2","BjC1xL40gHo","Y3NjAhiBaZT","aldqNnKJgrg","hvKArWDrZeV",NA
"8277","Matioli Community Health Unit","aldqNnKJgrg","5","HfVjCurKxh2","BjC1xL40gHo","Y3NjAhiBaZT","aldqNnKJgrg","ObT8lXNCMuZ",NA
"8278","Matioli Dispensary","Y3NjAhiBaZT","4","HfVjCurKxh2","BjC1xL40gHo","Y3NjAhiBaZT","aldqNnKJgrg",NA,NA
"8279","Matira Dispensary","fNCuk4Lpsnh","4","HfVjCurKxh2","MqnLxQBigG0","fNCuk4Lpsnh","hm40S8Uzb1L",NA,NA
"8280","Matisi A Community Unit","yqVCQqifDtt","5","HfVjCurKxh2","KGHhQ5GLd4k","aqYhbqKclsI","yqVCQqifDtt","zZWjgucg0EV",NA
"8281","Matisi B Community Unit","yqVCQqifDtt","5","HfVjCurKxh2","KGHhQ5GLd4k","aqYhbqKclsI","yqVCQqifDtt","WiuMoexPeGO",NA
"8282","Matisi Centre Muungano Abc Comunity Unit","UsIVtgz5zw7","5","HfVjCurKxh2","mThvosEflAU","y2M16lesMsF","UsIVtgz5zw7","ByAA7Jsj8JR",NA
"8283","Matisi Community Health Unit","jIPE3I0AL9t","5","HfVjCurKxh2","mThvosEflAU","pzZHpL2ueIn","jIPE3I0AL9t","HOsJIgE8Uwe",NA
"8284","Matisi Corner Community Unit","UsIVtgz5zw7","5","HfVjCurKxh2","mThvosEflAU","y2M16lesMsF","UsIVtgz5zw7","U3zJtXHiCEm",NA
"8285","Matisi Dispensary","aqYhbqKclsI","4","HfVjCurKxh2","KGHhQ5GLd4k","aqYhbqKclsI","NGBt4NdgGMN",NA,NA
"8286","MATOI CHU","MPbxqvaEWLa","5","HfVjCurKxh2","BjC1xL40gHo","G6PJ5kFVAuO","MPbxqvaEWLa","xQEYwwzfuhW",NA
"8287","Matoi Dispensary","G6PJ5kFVAuO","4","HfVjCurKxh2","BjC1xL40gHo","G6PJ5kFVAuO","C61EOhZTS0o",NA,NA
"8288","Matolani Dispensary","KMWrMZrlO5u","4","HfVjCurKxh2","nrI2khZx3d0","KMWrMZrlO5u","znBMfGldUnB",NA,NA
"8289","Matondoni Dispensary","Lfxw0DfD4jN","4","HfVjCurKxh2","NjWSbQTwys4","Lfxw0DfD4jN","XvDFiWvnDCz",NA,NA
"8290","Matongo Community Health Unit","SWDBkgq9Eqe","5","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","SWDBkgq9Eqe","cMAyGKc7Jkt",NA
"8291","Matongo Community Health Unit","EXKcBdOos7W","5","HfVjCurKxh2","sPkRcDvhGWA","cQkF9l9wePP","EXKcBdOos7W","IgHvsOeYJTG",NA
"8292","Matongo Dispensary","gPR82w2xgJZ","4","HfVjCurKxh2","sPkRcDvhGWA","gPR82w2xgJZ","VdppIFvYta4",NA,NA
"8293","Matongo Health Centre","v5qbFUgfIoF","4","HfVjCurKxh2","uepLTG8wGWJ","v5qbFUgfIoF","SWDBkgq9Eqe",NA,NA
"8294","Matongo Medical Clinic","gPR82w2xgJZ","4","HfVjCurKxh2","sPkRcDvhGWA","gPR82w2xgJZ","ufIznpjckEW",NA,NA
"8295","Matope Community Health Unit","GRZc4EZ9PuV","6","HfVjCurKxh2","N7YETT3A9r1","LOgbecTRkbp","TwX1KTjb8Qp","GRZc4EZ9PuV","oiJ5DZo1RMb"
"8296","Matopeni Community Health Unit","qvpYnC3UQ7z","5","HfVjCurKxh2","jkG3zaihdSs","FoqzDgIByL6","qvpYnC3UQ7z","Raq0XxbwLKv",NA
"8297","Matoso Health Clinic","D2lsuEzZAJP","4","HfVjCurKxh2","fVra3Pwta0Q","D2lsuEzZAJP","bi747puqsrA",NA,NA
"8298","Matsakha Community Unit","LJ5JNqUKr2k","5","HfVjCurKxh2","BjC1xL40gHo","ES1CWa4AJmJ","LJ5JNqUKr2k","sTJgdkt2MmA",NA
"8299","Matsangoni Model Health Centre","MEkEH8ZmcOU","4","HfVjCurKxh2","nrI2khZx3d0","MEkEH8ZmcOU","ttGIIqGqFOt",NA,NA
"8300","Matuga Community Health Unit","eJFV4QoSfJT","6","HfVjCurKxh2","N7YETT3A9r1","wUNEDOnx9uB","XZNJ3zaiaZH","eJFV4QoSfJT","SWAOOD3vqvV"
"8301","Matuga Dispensary","XZNJ3zaiaZH","5","HfVjCurKxh2","N7YETT3A9r1","wUNEDOnx9uB","XZNJ3zaiaZH","eJFV4QoSfJT",NA
"8302","Matuga Sub County","N7YETT3A9r1","3","HfVjCurKxh2","N7YETT3A9r1","wUNEDOnx9uB",NA,NA,NA
"8303","Matulani Dispensary","uE7HKhqPOtf","4","HfVjCurKxh2","j8o6iO4Njsi","uE7HKhqPOtf","Vb12WB6VIe7",NA,NA
"8304","Matulo Community Health Unit","L5iJ74Rc587","5","HfVjCurKxh2","KGHhQ5GLd4k","aqYhbqKclsI","L5iJ74Rc587","OEf3WoXThzw",NA
"8305","Matulo Dispensary","aqYhbqKclsI","4","HfVjCurKxh2","KGHhQ5GLd4k","aqYhbqKclsI","L5iJ74Rc587",NA,NA
"8306","Matumaini Dispensary","RJ4LGJiSHFg","4","HfVjCurKxh2","ob6SxuRcqU4","RJ4LGJiSHFg","B5Ju05vTpzK",NA,NA
"8307","Matumbi Dispensary","vjeHNVWOsRk","5","HfVjCurKxh2","N7YETT3A9r1","LOgbecTRkbp","vjeHNVWOsRk","JUML6lzisNI",NA
"8308","Matunda Community Unit","iuatmqJAf90","5","HfVjCurKxh2","BjC1xL40gHo","wMv0s3U2nnG","iuatmqJAf90","nIDkuJQYv75",NA
"8309","Matunda Community Unit","ofrW88rUDJw","5","HfVjCurKxh2","mThvosEflAU","pzZHpL2ueIn","ofrW88rUDJw","XcJiUbbHlc4",NA
"8310","Matunda Maternity","wMv0s3U2nnG","4","HfVjCurKxh2","BjC1xL40gHo","wMv0s3U2nnG","zRb4VBix3Qg",NA,NA
"8311","Matunda sub county Hospital","pzZHpL2ueIn","4","HfVjCurKxh2","mThvosEflAU","pzZHpL2ueIn","ofrW88rUDJw",NA,NA
"8312","Matunda Sub-District Hospital","wMv0s3U2nnG","4","HfVjCurKxh2","BjC1xL40gHo","wMv0s3U2nnG","iuatmqJAf90",NA,NA
"8313","Matundu Dispensary","d0Gu8FrRM0Y","4","HfVjCurKxh2","j8o6iO4Njsi","d0Gu8FrRM0Y","QKlLq6TjIbs",NA,NA
"8314","MATUNGUB","MdJ4Zb1k9o6","5","HfVjCurKxh2","BjC1xL40gHo","ssbO49f0iLN","MdJ4Zb1k9o6","H6fa6ASiyl7",NA
"8315","Matungu Community Unit","MdJ4Zb1k9o6","5","HfVjCurKxh2","BjC1xL40gHo","ssbO49f0iLN","MdJ4Zb1k9o6","yNx9aEyf18i",NA
"8316","Matungulu Health Centre","GnixPSqaV6D","4","HfVjCurKxh2","yhCUgGcCcOo","GnixPSqaV6D","KKCH0q292Wz",NA,NA
"8317","Matungulu Medical Centre","GnixPSqaV6D","4","HfVjCurKxh2","yhCUgGcCcOo","GnixPSqaV6D","pvJMfkaYAoy",NA,NA
"8318","Matungulu Sub County","yhCUgGcCcOo","3","HfVjCurKxh2","yhCUgGcCcOo","GnixPSqaV6D",NA,NA,NA
"8319","Matungu medical clinic","ssbO49f0iLN","4","HfVjCurKxh2","BjC1xL40gHo","ssbO49f0iLN","qGomTzuYbKN",NA,NA
"8320","Matungu Sub County","BjC1xL40gHo","3","HfVjCurKxh2","BjC1xL40gHo","ssbO49f0iLN",NA,NA,NA
"8321","Matungu Sub-county Hospital","ssbO49f0iLN","4","HfVjCurKxh2","BjC1xL40gHo","ssbO49f0iLN","MdJ4Zb1k9o6",NA,NA
"8322","Matunwa Community Health Unit","r003lM7ULWV","5","HfVjCurKxh2","uepLTG8wGWJ","ABuzigW8Lzw","r003lM7ULWV","vKot8nQQ2us",NA
"8323","Matura Community Health Unit","IKdUHYliWr5","5","HfVjCurKxh2","mYZacFNIB3h","RAnL5kBKMIt","IKdUHYliWr5","K56lEL3q9lK",NA
"8324","Matura Medical Care","GXnD5lHeanK","4","HfVjCurKxh2","ptWVfaCIdVx","GXnD5lHeanK","jVhl1A0KGIe",NA,NA
"8325","Maturu Community Unit","ilI3ROaTEuf","5","HfVjCurKxh2","BjC1xL40gHo","ZOdhgR19Akq","ilI3ROaTEuf","a8g3hQEfGrm",NA
"8326","Maturu Dispensary","ZOdhgR19Akq","4","HfVjCurKxh2","BjC1xL40gHo","ZOdhgR19Akq","ilI3ROaTEuf",NA,NA
"8327","Matutu Community Health Unit","sAf3Y4aI3zy","5","HfVjCurKxh2","uepLTG8wGWJ","ABuzigW8Lzw","sAf3Y4aI3zy","fktvpjzAYeO",NA
"8328","Matutu Dispensary","ABuzigW8Lzw","4","HfVjCurKxh2","uepLTG8wGWJ","ABuzigW8Lzw","c3Sw12ouZgJ",NA,NA
"8329","Matutu Dispensary (Nzaui)","toa2Hl7iVQI","4","HfVjCurKxh2","BoDytkJQ4Qi","toa2Hl7iVQI","nIcmETZwvrA",NA,NA
"8330","Matutu Medical Clinic","KTayLusaU5I","4","HfVjCurKxh2","ob6SxuRcqU4","KTayLusaU5I","M20xmMfvocG",NA,NA
"8331","Matuu Cottage Clinic","CeukNtGhW7J","4","HfVjCurKxh2","yhCUgGcCcOo","CeukNtGhW7J","lWM8gp6hehP",NA,NA
"8332","Matuu District Hospital","CeukNtGhW7J","4","HfVjCurKxh2","yhCUgGcCcOo","CeukNtGhW7J","ZYwmqGDRgY5",NA,NA
"8333","Matuu Mission Hospital","CeukNtGhW7J","4","HfVjCurKxh2","yhCUgGcCcOo","CeukNtGhW7J","evV553fu7J8",NA,NA
"8334","Maua Cottage","wtuGWT7KjVm","4","HfVjCurKxh2","Y52XNJ50hYb","wtuGWT7KjVm","IQYewgX95nr",NA,NA
"8335","Maua Methodist Hospital","wtuGWT7KjVm","4","HfVjCurKxh2","Y52XNJ50hYb","wtuGWT7KjVm","pnELrefcHxQ",NA,NA
"8336","Mauche Dispensary","gSJXzH1DM75","4","HfVjCurKxh2","ob6SxuRcqU4","gSJXzH1DM75","Cm3cjBE7D8g",NA,NA
"8337","Mauche Medical Clinic","gSJXzH1DM75","4","HfVjCurKxh2","ob6SxuRcqU4","gSJXzH1DM75","proWgF1Z519",NA,NA
"8338","Mau Narok Health Centre","gSJXzH1DM75","4","HfVjCurKxh2","ob6SxuRcqU4","gSJXzH1DM75","FJLwPzKpxiy",NA,NA
"8339","Mau-Narok Health Services","gSJXzH1DM75","4","HfVjCurKxh2","ob6SxuRcqU4","gSJXzH1DM75","wXGa2TgvPtJ",NA,NA
"8340","Maungu Community Unit","OTwG6MsbpwJ","5","HfVjCurKxh2","QyGNX2DpR4h","yoGLpCTgjed","OTwG6MsbpwJ","Ds2rT8k7wUN",NA
"8341","Maunguja Dispensary","C1hO6wNOgrH","4","HfVjCurKxh2","wsBsC6gjHvn","C1hO6wNOgrH","pnHWEUwoiUe",NA,NA
"8342","Maungu Model Health Centre","yoGLpCTgjed","4","HfVjCurKxh2","QyGNX2DpR4h","yoGLpCTgjed","OTwG6MsbpwJ",NA,NA
"8343","Mausa Dispensary","bnYzgzYe2Z7","4","HfVjCurKxh2","kqJ83J2D72s","bnYzgzYe2Z7","sQB4Vw5Mo68",NA,NA
"8344","Mau Summit Medical Clinic","QBwORnYdu0e","4","HfVjCurKxh2","ob6SxuRcqU4","QBwORnYdu0e","PXbMgjs7zo5",NA,NA
"8345","Mau Tea Dispensary","gU0Cz7Qlfss","4","HfVjCurKxh2","ihZsJ8alvtb","gU0Cz7Qlfss","GPlDrtKqRSZ",NA,NA
"8346","Mautuma Sub-District Hospital","ZOdhgR19Akq","4","HfVjCurKxh2","BjC1xL40gHo","ZOdhgR19Akq","s7kF3iHFhmi",NA,NA
"8347","Mavindini Community Health Unit","My8F17h7hXs","5","HfVjCurKxh2","BoDytkJQ4Qi","AIGIQpolMRn","My8F17h7hXs","pzSuZ13de0h",NA
"8348","Mavindini Health Centre","AIGIQpolMRn","4","HfVjCurKxh2","BoDytkJQ4Qi","AIGIQpolMRn","My8F17h7hXs",NA,NA
"8349","Mavindu Dispensary","jxjGWCdfsib","4","HfVjCurKxh2","BoDytkJQ4Qi","jxjGWCdfsib","aSILwpXCSnU",NA,NA
"8350","Mavivye Model Community Health Unit","N41yfPxtAlL","5","HfVjCurKxh2","BoDytkJQ4Qi","pKJ4NZGPzTA","N41yfPxtAlL","T2UY124VkSK",NA
"8351","Mavivye Model Health Centre","pKJ4NZGPzTA","4","HfVjCurKxh2","BoDytkJQ4Qi","pKJ4NZGPzTA","N41yfPxtAlL",NA,NA
"8352","Mavoko Medical Clinic","BxfsSc6Svrc","4","HfVjCurKxh2","yhCUgGcCcOo","BxfsSc6Svrc","bofJCK2ECq2",NA,NA
"8353","Mavueni Dispensary","MEkEH8ZmcOU","4","HfVjCurKxh2","nrI2khZx3d0","MEkEH8ZmcOU","IcAY6Oco0YH",NA,NA
